supplier_id,name,industry,location,supplier_size,product_supplied,on_time_delivery,defect_rate,payment_delay_days,escalation_count,penalty_count,contract_duration_months,renewal_status,cost_per_unit,business_criticality,risk_score,recommended_action
SUP-02080,Ferrell Ltd,Logistics,North Jennifer,Medium,Chips,105.6,1.4,10.0,1,0,41,Renewed,203.11,Low,82,Renew
SUP-02081,Thompson-Vega,Electronics,South Rebekahberg,Medium,Motors,77.3,2.52,1.0,1,0,10,Renewed,616.62,Medium,61,Renew
SUP-02082,"Lee, Davis and Mcgee",Chemicals,Lisashire,Small,Motors,90.8,0.35,27.0,1,0,36,Not Renewed,105.21,High,77,Terminate
SUP-02083,"Reed, Matthews and Kent",Automotive,Port Daniel,Small,Transport Services,68.3,2.81,4.0,1,1,9,Renewed,480.38,Low,73,Terminate
SUP-02084,Austin Group,Logistics,North Heather,Medium,Transport Services,85.4,1.47,10.0,1,0,24,Renewed,428.9,High,64,Renew
SUP-02085,"Jackson, Davis and Hart",Electronics,East Catherineside,Medium,Transport Services,87.1,3.11,7.0,2,1,14,Renewed,867.43,Medium,59,Renegotiate
SUP-02086,Miller-Weiss,Pharma,Mcleanside,Small,Motors,90.3,3.5,1.0,0,1,17,Renewed,920.34,Low,72,Renew
SUP-02087,Mason-Huang,Pharma,Warebury,Medium,Transport Services,86.0,3.39,13.0,1,1,25,Renewed,819.95,Medium,32,Renew
SUP-02088,Allen PLC,Logistics,Homouth,Small,Chips,90.8,5.6,13.0,1,0,11,Renewed,826.98,High,92,Renegotiate
SUP-02089,"Johnson, Rivera and Campbell",Electronics,Vanessamouth,Medium,Transport Services,93.6,1.93,5.0,1,2,17,Not Renewed,501.85,High,35,Renew
SUP-02090,"Foster, George and Mercado",Electronics,Lake Alyssamouth,Large,Vaccines,87.5,3.29,13.0,0,0,27,Renewed,991.6,High,87,Renew
SUP-02091,Hernandez-Weaver,Pharma,East Nicholas,Medium,Transport Services,101.6,3.0,19.0,2,0,27,Renewed,828.39,High,12,Renew
SUP-02092,Mendez and Sons,Automotive,New Anna,Medium,Vaccines,88.5,1.71,0.0,0,0,21,Not Renewed,394.8,Medium,39,Renew
SUP-02093,Mcneil and Sons,Electronics,Lake Christopherburgh,Large,Motors,79.9,1.98,15.0,0,0,28,Not Renewed,475.03,Medium,88,Renew
SUP-02094,Jones-House,Chemicals,Charlottemouth,Medium,Vaccines,60.8,,20.0,2,0,25,Renewed,412.19,Medium,40,Renew
SUP-02095,Turner-Olson,Pharma,Julieborough,Medium,Motors,84.2,4.12,8.0,1,1,16,Renewed,995.33,Medium,28,Terminate
SUP-02096,Farmer-Melton,Electronics,North Erinfort,Small,Transport Services,97.5,2.54,1.0,0,0,40,Renewed,612.91,Medium,11,Renew
SUP-02097,"Clark, Cook and Foster",Electronics,Shannonburgh,Small,Transport Services,93.4,0.63,12.0,3,1,22,Renewed,349.15,Medium,38,Renegotiate
SUP-02098,Dean PLC,Chemicals,Rodriguezburgh,Small,Transport Services,66.3,2.9,6.0,1,0,22,Not Renewed,364.94,High,19,Renew
SUP-02099,Hunt Ltd,Logistics,East Hollyport,Small,Chips,73.7,2.43,2.0,0,0,33,Renewed,600.69,High,69,Terminate
SUP-02100,Carter and Sons,Electronics,Marcuston,Medium,Transport Services,80.7,4.31,,0,0,42,Not Renewed,518.55,High,37,Terminate
SUP-02101,"Rodriguez, Mckinney and Mcdonald",Electronics,Melanieville,Medium,Vaccines,78.7,1.15,2.0,0,0,35,Not Renewed,80.79,Medium,64,Renew
SUP-02102,"Ewing, Winters and Holloway",Logistics,Johnsonside,Small,Motors,94.0,3.15,2.0,2,0,19,Renewed,29.23,High,19,Renew
SUP-02103,Kelley LLC,Electronics,South Danielle,Medium,Vaccines,91.3,2.51,11.0,1,1,21,Not Renewed,942.96,Medium,17,Terminate
SUP-02104,"Knight, Harvey and Boyd",Pharma,Port Michaelburgh,Medium,Transport Services,78.8,1.37,8.0,1,1,28,Renewed,887.46,High,31,Renew
SUP-02105,Cook LLC,Chemicals,Hurleybury,Large,Cleaning Agents,84.3,1.82,15.0,0,0,9,Not Renewed,825.4,Low,32,Renegotiate
SUP-02106,Taylor Ltd,Electronics,Port Sharonmouth,Large,Cleaning Agents,76.7,2.48,,1,0,47,Renewed,572.64,Low,32,Renew
SUP-02107,"Benton, Bates and Melton",Pharma,Thompsonstad,Medium,Transport Services,78.2,2.63,4.0,0,1,24,Renewed,118.81,Low,94,Renew
SUP-02108,"Crawford, Freeman and Richards",Pharma,Port Jose,Medium,Cleaning Agents,79.7,,29.0,2,0,35,Not Renewed,930.13,Medium,17,Renew
SUP-02109,Humphrey LLC,Automotive,Port Ernest,Medium,Transport Services,77.0,5.3,23.0,1,1,32,Not Renewed,43.86,High,12,Renew
SUP-02110,Collins LLC,Automotive,Zacharyberg,Medium,Motors,78.7,2.18,7.0,2,2,30,Not Renewed,162.55,Medium,85,Terminate
SUP-02111,"Russo, Nichols and Thompson",Electronics,South James,Medium,Vaccines,85.2,3.37,28.0,3,2,25,Renewed,614.51,High,76,Renew
SUP-02112,Ferrell-Williams,Automotive,Michaelton,Medium,Transport Services,84.4,3.93,4.0,1,0,16,Renewed,97.77,Medium,22,Terminate
SUP-02113,Colon PLC,Electronics,New Michaelview,Medium,Chips,83.8,2.57,1.0,2,0,23,Renewed,248.64,Low,26,Renew
SUP-02114,Conrad-Oneill,Logistics,Mccluretown,Medium,Chips,84.6,3.28,11.0,1,1,13,Renewed,64.82,High,15,Renew
SUP-02115,"Patton, Ferguson and Johnson",Pharma,Lisaland,Large,Transport Services,68.1,1.34,3.0,1,0,19,Renewed,718.12,High,65,Renew
SUP-02116,Ballard LLC,Electronics,New Jenniferberg,Medium,Cleaning Agents,97.5,2.68,3.0,3,1,45,Not Renewed,971.37,Low,82,Renegotiate
SUP-02117,Perez Group,Pharma,Reillyville,Medium,Vaccines,79.7,2.38,7.0,2,2,14,Not Renewed,40.36,High,50,Renew
SUP-02118,"Woods, Flores and Young",Electronics,Port Robertburgh,Medium,Cleaning Agents,78.5,2.46,11.0,1,0,16,Not Renewed,68.66,High,56,Terminate
SUP-02119,Wallace Group,Logistics,East Nicole,Medium,Motors,83.6,2.21,10.0,1,1,23,Renewed,417.28,High,54,Renew
SUP-02120,Jacobs PLC,Electronics,West Tammyborough,Medium,Chips,82.9,4.89,12.0,1,0,6,Renewed,698.5,High,89,Renew
SUP-02121,"Pacheco, Johnson and Hansen",Automotive,Earlstad,Small,Vaccines,74.5,0.88,7.0,0,0,24,Renewed,175.27,Medium,41,Renew
SUP-02122,"Mercado, Gordon and West",Pharma,West Donald,Medium,Transport Services,91.3,2.95,3.0,2,0,7,Renewed,299.05,Low,74,Renegotiate
SUP-02123,Swanson Ltd,Electronics,West Tanya,Large,Transport Services,91.0,0.92,14.0,0,0,37,Not Renewed,748.06,Medium,47,Renegotiate
SUP-02124,Williams PLC,Pharma,East Johnathan,Small,Cleaning Agents,72.1,2.71,5.0,0,1,12,Renewed,451.55,Medium,20,Renegotiate
SUP-02125,"Willis, Vega and Harris",Logistics,Lake Pennyberg,Medium,Vaccines,85.0,1.65,13.0,1,0,7,Not Renewed,808.73,Low,36,Renegotiate
SUP-02126,Rose Group,Chemicals,West Robin,Medium,Motors,85.8,0.29,10.0,1,0,16,Not Renewed,263.34,High,42,Renew
SUP-02127,"Myers, Bradley and Simon",Chemicals,West Daleborough,Small,Cleaning Agents,97.5,4.9,1.0,0,2,36,Not Renewed,959.75,Low,20,Renew
SUP-02128,Brown-Hall,Pharma,Michellebury,Large,Transport Services,81.8,6.54,4.0,0,0,26,Renewed,187.39,High,17,Renew
SUP-02129,"Morris, Compton and Fischer",Automotive,Port Jonathonhaven,Medium,Motors,107.6,3.68,5.0,0,0,24,Renewed,329.25,High,21,Renew
SUP-02130,"Warren, Clay and Hayes",Chemicals,Joshuaview,Small,Chips,84.3,5.05,1.0,1,0,13,Renewed,901.22,Low,92,Renew
SUP-02131,"Garcia, Gonzalez and Erickson",Automotive,North Waynechester,Medium,Cleaning Agents,72.6,2.86,12.0,0,1,29,Not Renewed,41.37,Low,79,Renew
SUP-02132,"Miller, Hubbard and Warner",Logistics,Howardton,Medium,Vaccines,79.2,2.19,9.0,1,0,29,Renewed,266.94,Medium,67,Renegotiate
SUP-02133,Perez PLC,Pharma,Jacobview,Small,Cleaning Agents,,1.41,16.0,1,0,14,Not Renewed,330.4,High,62,Terminate
SUP-02134,Avila-Johnson,Logistics,Riverabury,Medium,Transport Services,80.8,4.91,1.0,2,0,42,Not Renewed,761.14,Medium,88,Renew
SUP-02135,Smith-Lopez,Chemicals,East Jeremystad,Small,Vaccines,108.0,6.99,17.0,0,1,16,Not Renewed,573.76,Medium,36,Terminate
SUP-02136,"Schmidt, Stark and Hill",Logistics,Smithborough,Small,Transport Services,98.9,0.22,5.0,1,1,15,Not Renewed,554.4,Medium,60,Renegotiate
SUP-02137,"Mosley, Knight and Price",Electronics,Port Janice,Small,Transport Services,86.7,2.79,5.0,2,0,14,Renewed,411.67,High,33,Renew
SUP-02138,"Williams, Williams and Price",Automotive,North Jessica,Medium,Vaccines,82.3,1.62,3.0,2,1,15,Renewed,124.7,Medium,60,Renew
SUP-02139,Moody-Richardson,Pharma,Stevenland,Medium,Vaccines,,1.72,14.0,0,2,9,Not Renewed,736.87,Medium,45,Renew
SUP-02140,"Oneill, Stark and Carrillo",Logistics,Lake Rodney,Small,Cleaning Agents,85.1,0.07,5.0,2,0,31,Renewed,906.86,Medium,43,Renew
SUP-02141,Hicks LLC,Chemicals,Richardhaven,Large,Motors,90.2,2.7,20.0,0,1,10,Renewed,483.42,Low,24,Renew
SUP-02142,"Bailey, Gonzalez and Moore",Logistics,Hernandezland,Medium,Chips,71.8,3.18,17.0,0,1,38,Renewed,804.5,Low,81,Renegotiate
SUP-02143,"Baker, Williams and Foster",Chemicals,Jonesville,Medium,Vaccines,,3.54,7.0,1,0,10,Renewed,216.54,Medium,45,Renew
SUP-02144,"Hess, Pacheco and Frye",Chemicals,Walkermouth,Medium,Motors,,2.22,13.0,2,1,6,Renewed,265.35,High,29,Terminate
SUP-02145,"Lopez, Miller and Benson",Chemicals,East Lisa,Medium,Transport Services,65.4,4.61,,1,0,41,Not Renewed,18.5,Low,18,Renegotiate
SUP-02146,Dillon-Morton,Electronics,Port Davidberg,Medium,Transport Services,87.7,0.06,3.0,2,0,34,Renewed,144.85,Low,49,Renew
SUP-02147,Murray Ltd,Chemicals,New Johnside,Large,Cleaning Agents,83.2,2.37,8.0,1,0,16,Renewed,828.99,Medium,46,Renew
SUP-02148,Olson-Peters,Electronics,New Marymouth,Medium,Chips,79.4,0.81,7.0,2,1,26,Renewed,999.25,High,19,Renegotiate
SUP-02149,Davis Inc,Electronics,South David,Small,Chips,,2.89,4.0,0,1,23,Renewed,674.33,Medium,41,Renew
SUP-02150,"Russell, Richard and Kerr",Pharma,Josetown,Small,Motors,,0.94,4.0,0,0,9,Not Renewed,585.97,Low,25,Renegotiate
SUP-02151,"Costa, White and Scott",Automotive,Mendezshire,Large,Cleaning Agents,73.7,2.78,3.0,0,0,39,Not Renewed,564.94,High,91,Terminate
SUP-02152,Wilson-Powers,Logistics,New Craigstad,Medium,Cleaning Agents,70.6,5.32,5.0,1,2,19,Renewed,301.98,Low,83,Renew
SUP-02153,"Jackson, Marsh and Thompson",Logistics,Whitebury,Small,Vaccines,89.3,1.15,7.0,0,0,23,Renewed,573.26,High,23,Terminate
SUP-02154,Green-Collins,Automotive,Port Joshuaton,Medium,Transport Services,84.1,1.86,3.0,0,1,16,Renewed,964.19,High,64,Renegotiate
SUP-02155,"Marshall, Contreras and Jacobs",Electronics,Millerhaven,Medium,Vaccines,88.1,3.59,9.0,0,0,30,Not Renewed,181.2,High,77,Terminate
SUP-02156,Allen and Sons,Logistics,South Aliciafort,Small,Cleaning Agents,82.1,,18.0,1,0,43,Not Renewed,191.39,High,44,Renegotiate
SUP-02157,Boone-Castillo,Chemicals,North Ashley,Large,Transport Services,89.7,0.06,18.0,0,1,18,Renewed,130.36,Medium,13,Renegotiate
SUP-02158,Sheppard-Douglas,Automotive,South Jeffrey,Small,Motors,96.3,2.14,2.0,1,1,40,Not Renewed,12.51,Low,77,Terminate
SUP-02159,"Gibbs, Washington and Camacho",Pharma,Nicoleside,Small,Chips,78.2,2.42,9.0,1,1,43,Renewed,451.15,Low,49,Renegotiate
SUP-02160,Olson Ltd,Automotive,Xaviermouth,Medium,Transport Services,89.4,1.93,2.0,2,1,45,Renewed,728.85,High,90,Renegotiate
SUP-02161,Cardenas Group,Automotive,Port Theresa,Small,Cleaning Agents,97.8,3.64,2.0,0,0,44,Renewed,918.9,High,14,Renew
SUP-02162,Smith-Watson,Pharma,Port Jessicafurt,Small,Vaccines,88.0,0.91,6.0,1,0,23,Renewed,190.2,High,66,Renew
SUP-02163,Davis-Clark,Logistics,Port Kerri,Medium,Vaccines,62.9,4.05,24.0,0,0,8,Not Renewed,695.25,High,23,Renew
SUP-02164,"Vazquez, Wheeler and Smith",Logistics,Nicoleside,Small,Vaccines,77.7,1.73,13.0,1,0,38,Renewed,335.91,Low,68,Renew
SUP-02165,"Aguilar, Hall and Rogers",Automotive,Lake Julian,Medium,Transport Services,85.6,3.84,8.0,0,0,8,Renewed,382.79,Medium,69,Renegotiate
SUP-02166,"Boone, Greene and Jenkins",Automotive,North Christinaland,Medium,Vaccines,92.9,1.99,12.0,2,0,32,Renewed,269.15,High,38,Terminate
SUP-02167,"Costa, Roth and Butler",Logistics,West Brandonmouth,Medium,Transport Services,79.0,2.51,17.0,0,0,13,Renewed,359.06,Medium,13,Renegotiate
SUP-02168,Moreno-Douglas,Chemicals,Port Nicole,Small,Transport Services,86.4,,17.0,1,1,31,Renewed,738.27,Medium,93,Renegotiate
SUP-02169,Smith-Flores,Automotive,Bellburgh,Medium,Vaccines,101.0,4.27,6.0,1,0,42,Renewed,961.65,Low,19,Renew
SUP-02170,"Carter, Wells and Brown",Pharma,New Amanda,Small,Transport Services,79.8,3.44,6.0,1,0,15,Renewed,842.87,High,45,Renegotiate
SUP-02171,Clark LLC,Chemicals,Duncantown,Medium,Vaccines,75.0,5.98,5.0,3,1,37,Renewed,535.43,Medium,45,Terminate
SUP-02172,Foster-Wilson,Automotive,Hickshaven,Medium,Motors,69.4,1.51,10.0,3,0,37,Not Renewed,274.7,Low,91,Renew
SUP-02173,"Griffin, Owens and Rodgers",Automotive,Danielchester,Medium,Motors,,2.05,9.0,1,0,40,Renewed,611.85,Medium,77,Terminate
SUP-02174,Lopez and Sons,Pharma,Tammyburgh,Small,Motors,81.3,2.52,3.0,0,0,23,Not Renewed,147.36,Low,92,Renew
SUP-02175,"Guzman, Turner and Fritz",Electronics,New Melissaview,Small,Motors,96.3,3.96,9.0,1,1,24,Not Renewed,620.9,High,19,Renew
SUP-02176,Thomas Inc,Electronics,Matthewmouth,Medium,Vaccines,94.0,2.48,2.0,3,0,20,Renewed,311.92,Medium,39,Terminate
SUP-02177,"Huber, Davidson and Mann",Chemicals,West Stephanie,Medium,Motors,94.2,2.44,12.0,1,0,19,Not Renewed,355.84,Medium,26,Renegotiate
SUP-02178,Shepherd and Sons,Pharma,Watkinshaven,Small,Motors,92.1,1.16,5.0,1,0,44,Renewed,658.3,High,67,Renew
SUP-02179,Williams-Walker,Chemicals,Kimberlyville,Medium,Motors,86.7,5.75,,0,0,26,Not Renewed,938.69,Low,88,Renegotiate
SUP-02180,"Ortiz, Barnett and Houston",Pharma,Susanbury,Small,Chips,60.2,2.69,4.0,0,0,25,Not Renewed,278.07,High,52,Terminate
SUP-02181,"Burns, Wilson and Wilson",Logistics,North Lanceton,Medium,Transport Services,74.8,0.63,3.0,0,0,30,Renewed,988.51,High,72,Renew
SUP-02182,Anderson-Beck,Chemicals,East Scott,Small,Chips,78.6,,16.0,0,1,39,Not Renewed,694.75,Medium,78,Renegotiate
SUP-02183,Roberts-Perez,Automotive,Fostermouth,Medium,Motors,85.5,3.68,16.0,0,0,9,Renewed,956.38,Medium,10,Renew
SUP-02184,Brown LLC,Pharma,Port Trevor,Medium,Motors,67.7,7.1,6.0,0,1,34,Renewed,723.7,Medium,90,Renew
SUP-02185,Coleman and Sons,Chemicals,South Ann,Medium,Transport Services,93.4,2.81,3.0,0,0,17,Not Renewed,739.33,Medium,17,Terminate
SUP-02186,"Anderson, Adkins and Franklin",Automotive,Elizabethview,Small,Chips,80.7,3.09,17.0,2,0,26,Not Renewed,414.78,High,58,Terminate
SUP-02187,Martin-Lee,Logistics,Wadechester,Small,Vaccines,93.8,1.97,19.0,0,1,43,Not Renewed,367.25,Medium,22,Renegotiate
SUP-02188,Hardy-Gray,Electronics,Hansenton,Small,Chips,87.1,6.6,10.0,0,1,39,Renewed,882.63,High,58,Renew
SUP-02189,"Thomas, Jordan and Webb",Pharma,Lake Ashley,Medium,Motors,90.1,2.93,6.0,1,1,40,Renewed,242.7,High,68,Renew
SUP-02190,"Davies, Lee and Davis",Automotive,Castillofort,Medium,Chips,86.8,3.83,1.0,1,1,27,Not Renewed,914.15,Low,22,Renegotiate
SUP-02191,Hopkins Group,Electronics,Lake Jennifer,Medium,Cleaning Agents,115.5,,5.0,2,0,27,Renewed,267.08,Medium,56,Renegotiate
SUP-02192,"Rogers, Carter and Potts",Chemicals,East Sue,Medium,Motors,76.7,1.33,2.0,3,0,38,Not Renewed,704.57,High,13,Renew
SUP-02193,"Vasquez, Luna and Brown",Automotive,Sandyhaven,Medium,Motors,86.5,,11.0,2,0,9,Renewed,25.31,High,40,Renew
SUP-02194,Johnson Ltd,Automotive,Vickishire,Medium,Motors,79.0,0.28,6.0,0,0,39,Renewed,155.23,High,53,Renew
SUP-02195,Zimmerman Group,Automotive,Rodriguezmouth,Medium,Transport Services,97.0,0.79,14.0,0,0,45,Not Renewed,459.86,Medium,74,Renegotiate
SUP-02196,"Owen, Mccarthy and Pacheco",Chemicals,Jonesview,Medium,Vaccines,86.0,2.05,10.0,1,0,47,Renewed,621.28,Low,48,Renew
SUP-02197,Schwartz-Jordan,Pharma,Dyershire,Large,Chips,106.4,3.55,2.0,0,0,26,Renewed,18.65,High,41,Renew
SUP-02198,Smith-Martinez,Electronics,New Derek,Small,Chips,92.6,3.71,,1,1,25,Renewed,209.63,Low,12,Terminate
SUP-02199,"Morton, Miller and Smith",Electronics,Port Walterchester,Medium,Cleaning Agents,81.2,4.19,30.0,1,0,15,Renewed,281.62,High,84,Renegotiate
SUP-02200,"Martinez, Washington and Bryant",Electronics,Garciafort,Small,Cleaning Agents,101.4,3.87,0.0,1,0,43,Renewed,426.27,Medium,41,Renegotiate
